timestamp(ms),rx1 ,rx2 ,rx3 ,rx4 ,rx5 ,rx6 ,rx7 ,rx8 ,
"1712614914.435","1456","1068","1460",,,,,,
"1712614914.436",,,,"1468","1048","1420","1604",,
"1712614914.437",,,,,,,,"1508",
"1712614914.457","1456","1068",,,,,,,
"1712614914.458",,,"1464","1464","1048","1420",,,
"1712614914.459",,,,,,,"1604","1512",
"1712614914.479","1460",,,,,,,,
"1712614914.48",,"1064","1464","1464","1052",,,,
"1712614914.481",,,,,,"1416","1608","1508",
"1712614914.501","1456",,,,,,,,
"1712614914.502",,"1064","1464","1468",,,,,
"1712614914.503",,,,,"1048","1420","1604","1512",
"1712614914.524","1460","1068","1460","1468",,,,,
"1712614914.525",,,,,"1048","1416","1608",,
"1712614914.526",,,,,,,,"1508",
"1712614914.546","1460","1068","1464",,,,,,
"1712614914.547",,,,"1464","1048","1416","1608",,
"1712614914.548",,,,,,,,"1508",
"1712614914.568","1460","1068",,,,,,,
"1712614914.569",,,"1464","1464","1048","1420",,,
"1712614914.57",,,,,,,"1604","1508",
"1712614914.59","1456","1068",,,,,,,
"1712614914.591",,,"1464","1464","1048",,,,
"1712614914.592",,,,,,"1420","1604","1508",
"1712614914.612","1460",,,,,,,,
"1712614914.613",,"1064","1464","1464","1048",,,,
"1712614914.614",,,,,,"1420","1608","1508",
"1712614914.635","1460","1064","1464","1468",,,,,
"1712614914.636",,,,,"1048","1416","1608",,
"1712614914.637",,,,,,,,"1508",
"1712614914.657","1456","1068","1464",,,,,,
"1712614914.658",,,,"1464","1048","1420","1604",,
"1712614914.659",,,,,,,,"1512",
"1712614914.679","1460","1068",,,,,,,
"1712614914.68",,,"1460","1468","1048","1416",,,
"1712614914.681",,,,,,,"1608","1508",
"1712614914.701","1460","1064",,,,,,,
"1712614914.702",,,"1464","1464","1048",,,,
"1712614914.703",,,,,,"1420","1608","1508",
"1712614914.723","1460",,,,,,,,
"1712614914.724",,"1068","1464","1464","1048",,,,
"1712614914.725",,,,,,"1420","1604","1508",
"1712614914.746","1460","1064","1464","1464",,,,,
"1712614914.747",,,,,"1052","1416","1608",,
"1712614914.748",,,,,,,,"1508",
"1712614914.768","1460","1068","1460",,,,,,
"1712614914.769",,,,"1468","1048","1420","1608",,
"1712614914.77",,,,,,,,"1508",
"1712614914.79","1460","1064",,,,,,,
"1712614914.791",,,"1464","1468","1048","1420",,,
"1712614914.792",,,,,,,"1604","1508",
"1712614914.812","1456","1068",,,,,,,
"1712614914.813",,,"1464","1464","1052",,,,
"1712614914.814",,,,,,"1416","1608","1508",
"1712614914.834","1460",,,,,,,,
"1712614914.835",,"1068","1460","1468","1048",,,,
"1712614914.836",,,,,,"1416","1608","1508",
"1712614914.857","1460","1068","1464","1464",,,,,
"1712614914.858",,,,,"1048","1420","1604","1508",
"1712614914.879","1460","1064","1464",,,,,,
"1712614914.88",,,,"1468","1048","1420","1604",,
"1712614914.881",,,,,,,,"1508",
"1712614914.901","1456","1068",,,,,,,
"1712614914.902",,,"1460","1468","1048","1420",,,
"1712614914.903",,,,,,,"1604","1508",
"1712614914.925","1456","1068","1460","1468","1048","1420","1604","1508",
"1712614914.945","1456",,,,,,,,
"1712614914.946",,"1068","1460","1468","1048",,,,
"1712614914.947",,,,,,"1420","1604","1508",
"1712614914.968","1464","1064","1460","1468",,,,,
"1712614914.969",,,,,"1048","1420","1604","1508",
"1712614914.99","1456","1068","1464",,,,,,
"1712614914.991",,,,"1464","1048","1420","1608",,
"1712614914.992",,,,,,,,"1508",
"1712614915.012","1460","1068","1460",,,,,,
"1712614915.013",,,,"1468","1048","1420",,,
"1712614915.014",,,,,,,"1608","1508",
"1712614915.034","1460","1068",,,,,,,
"1712614915.035",,,"1464","1464","1052","1420",,,
"1712614915.036",,,,,,,"1604","1508",
"1712614915.056","1460",,,,,,,,
"1712614915.057",,"1064","1464","1468","1048",,,,
"1712614915.058",,,,,,"1420","1604","1508",
"1712614915.079","1460","1064","1464","1468",,,,,
"1712614915.08",,,,,"1048","1420","1604","1508",
"1712614915.101","1456","1068","1464",,,,,,
"1712614915.102",,,,"1464","1048","1420","1604",,
"1712614915.103",,,,,,,,"1508",
"1712614915.123","1460","1064","1464",,,,,,
"1712614915.124",,,,"1464","1048","1420",,,
"1712614915.125",,,,,,,"1608","1504",
"1712614915.145","1460","1064",,,,,,,
"1712614915.146",,,"1464","1464","1052","1420",,,
"1712614915.147",,,,,,,"1604","1508",
"1712614915.167","1460",,,,,,,,
"1712614915.168",,"1068","1460","1468","1048",,,,
"1712614915.169",,,,,,"1420","1604","1508",
"1712614915.19","1456","1068","1464","1464",,,,,
"1712614915.191",,,,,"1048","1420","1604","1508",
"1712614915.212","1460","1064","1464",,,,,,
"1712614915.213",,,,"1468","1048","1416","1608",,
"1712614915.214",,,,,,,,"1508",
"1712614915.234","1456","1068",,,,,,,
"1712614915.235",,,"1460","1468","1048","1420",,,
"1712614915.236",,,,,,,"1608","1508",
"1712614915.256","1460","1068",,,,,,,
"1712614915.257",,,"1464","1464","1048",,,,
"1712614915.258",,,,,,"1420","1608","1508",
"1712614915.278","1460",,,,,,,,
"1712614915.279",,"1068","1464","1464",,,,,
"1712614915.28",,,,,"1048","1420","1604","1512",
"1712614915.301","1460","1064","1464","1464",,,,,
"1712614915.302",,,,,"1048","1420","1608",,
"1712614915.303",,,,,,,,"1508",
"1712614915.323","1460","1064","1464",,,,,,
"1712614915.324",,,,"1464","1052","1420","1604",,
"1712614915.325",,,,,,,,"1508",
"1712614915.345","1456","1064",,,,,,,
"1712614915.346",,,"1464","1468","1048","1420",,,
"1712614915.347",,,,,,,"1604","1508",
"1712614915.367","1456",,,,,,,,
"1712614915.368",,"1068","1464","1464","1048",,,,
"1712614915.369",,,,,,"1420","1604","1508",
"1712614915.39","1456","1068","1464","1464",,,,,
"1712614915.391",,,,,"1048","1420","1604","1508",
"1712614915.412","1460","1064","1464",,,,,,
"1712614915.413",,,,"1464","1052","1416","1608",,
"1712614915.414",,,,,,,,"1508",
"1712614915.434","1460","1068","1460",,,,,,
"1712614915.435",,,,"1468","1048","1416",,,
"1712614915.436",,,,,,,"1608","1508",
"1712614915.456","1460","1064",,,,,,,
"1712614915.457",,,"1464","1464","1048",,,,
"1712614915.458",,,,,,"1420","1604","1508",
"1712614915.478","1460",,,,,,,,
"1712614915.479",,"1068","1460","1464","1052",,,,
"1712614915.48",,,,,,"1416","1608","1508",
"1712614915.501","1460","1068","1464","1464",,,,,
"1712614915.502",,,,,"1048","1420","1604",,
"1712614915.503",,,,,,,,"1508",
"1712614915.523","1464","1068","1460",,,,,,
"1712614915.524",,,,"1468","1048","1416","1608",,
"1712614915.525",,,,,,,,"1508",
"1712614915.545","1460","1064",,,,,,,
"1712614915.546",,,"1460","1464","1052","1416",,,
"1712614915.547",,,,,,,"1608","1508",
"1712614915.567","1460",,,,,,,,
"1712614915.568",,"1064","1464","1464","1048",,,,
"1712614915.569",,,,,,"1416","1608","1508",
"1712614915.589","1460",,,,,,,,
"1712614915.59",,"1064","1464","1464",,,,,
"1712614915.591",,,,,"1048","1420","1604","1508",
"1712614915.612","1460","1064","1464",,,,,,
"1712614915.613",,,,"1464","1048","1420","1604",,
"1712614915.614",,,,,,,,"1512",
"1712614915.634","1452","1068","1464",,,,,,
"1712614915.635",,,,"1468","1048","1416",,,
"1712614915.636",,,,,,,"1608","1508",
"1712614915.656","1460","1064",,,,,,,
"1712614915.657",,,"1464","1464","1048",,,,
"1712614915.658",,,,,,"1420","1604","1508",
"1712614915.678","1460",,,,,,,,
"1712614915.679",,"1064","1464","1464","1048",,,,
"1712614915.68",,,,,,"1420","1604","1508",
"1712614915.701","1460","1064","1464","1464",,,,,
"1712614915.702",,,,,"1048","1420","1604",,
"1712614915.703",,,,,,,,"1508",
"1712614915.723","1456","1068","1460",,,,,,
"1712614915.724",,,,"1472","1044","1420","1604",,
"1712614915.725",,,,,,,,"1508",
"1712614915.745","1460","1068",,,,,,,
"1712614915.746",,,"1460","1468","1048","1416",,,
"1712614915.747",,,,,,,"1608","1508",
"1712614915.767","1456",,,,,,,,
"1712614915.768",,"1068","1464","1468","1044",,,,
"1712614915.769",,,,,,"1416","1608","1508",
"1712614915.789","1460",,,,,,,,
"1712614915.79",,"1068","1464","1464",,,,,
"1712614915.791",,,,,"1048","1420","1604","1508",
"1712614915.812","1460","1068","1464","1464",,,,,
"1712614915.813",,,,,"1048","1416","1604",,
"1712614915.814",,,,,,,,"1508",
"1712614915.834","1460","1068","1464",,,,,,
"1712614915.835",,,,"1464","1048","1416",,,
"1712614915.836",,,,,,,"1608","1508",
"1712614915.856","1460","1068",,,,,,,
"1712614915.857",,,"1464","1464","1048","1420",,,
"1712614915.858",,,,,,,"1608","1508",
"1712614915.878","1460",,,,,,,,
"1712614915.879",,"1068","1464","1464","1048",,,,
"1712614915.88",,,,,,"1420","1604","1508",
"1712614915.901","1456","1064","1464","1468",,,,,
"1712614915.902",,,,,"1048","1416","1604","1508",
"1712614915.923","1460","1064","1464",,,,,,
"1712614915.924",,,,"1468","1044","1420","1608",,
"1712614915.925",,,,,,,,"1508",
"1712614915.945","1460","1064",,,,,,,
"1712614915.946",,,"1464","1464","1052","1416",,,
"1712614915.947",,,,,,,"1604","1508",
"1712614915.967","1460","1064",,,,,,,
"1712614915.968",,,"1464","1464","1048",,,,
"1712614915.969",,,,,,"1420","1604","1512",
"1712614915.989","1460",,,,,,,,
"1712614915.99",,"1064","1464","1464","1048",,,,
"1712614915.991",,,,,,"1420","1604","1508",
"1712614916.012","1456","1068","1464","1464",,,,,
"1712614916.013",,,,,"1048","1420","1608",,
"1712614916.014",,,,,,,,"1508",
"1712614916.034","1460","1064","1464",,,,,,
"1712614916.035",,,,"1464","1048","1420","1608",,
"1712614916.036",,,,,,,,"1508",
"1712614916.056","1460","1064",,,,,,,
"1712614916.057",,,"1464","1468","1048","1416",,,
"1712614916.058",,,,,,,"1608","1508",
"1712614916.078","1456",,,,,,,,
"1712614916.079",,"1068","1464","1464","1048",,,,
"1712614916.08",,,,,,"1416","1608","1508",
"1712614916.1","1456",,,,,,,,
"1712614916.101",,"1068","1464","1464",,,,,
"1712614916.102",,,,,"1048","1420","1608","1508",
"1712614916.123","1460","1064","1464",,,,,,
"1712614916.124",,,,"1468","1048","1416","1608",,
"1712614916.125",,,,,,,,"1508",
"1712614916.145","1460","1068","1464",,,,,,
"1712614916.146",,,,"1464","1048","1420",,,
"1712614916.147",,,,,,,"1604","1512",
"1712614916.167","1456","1068",,,,,,,
"1712614916.168",,,"1464","1464","1048","1420",,,
"1712614916.169",,,,,,,"1604","1508",
"1712614916.189","1456",,,,,,,,
"1712614916.19",,"1068","1464","1464","1048",,,,
"1712614916.191",,,,,,"1420","1604","1508",
"1712614916.212","1456","1068","1464","1464",,,,,
"1712614916.213",,,,,"1048","1420","1604","1508",
"1712614916.234","1456","1068","1460",,,,,,
"1712614916.235",,,,"1468","1048","1416","1608",,
"1712614916.236",,,,,,,,"1508",
"1712614916.256","1460","1064","1464",,,,,,
"1712614916.257",,,,"1468","1048","1416",,,
"1712614916.258",,,,,,,"1608","1508",
"1712614916.278","1460","1068",,,,,,,
"1712614916.279",,,"1460","1468","1048","1416",,,
"1712614916.28",,,,,,,"1608","1508",
"1712614916.3","1464",,,,,,,,
"1712614916.301",,"1064","1464","1464","1048",,,,
"1712614916.302",,,,,,"1420","1608","1508",
"1712614916.322","1460",,,,,,,,
"1712614916.323",,"1068","1464","1464",,,,,
"1712614916.324",,,,,"1048","1416","1608","1508",
"1712614916.345","1456","1068","1464",,,,,,
"1712614916.346",,,,"1464","1048","1420","1604",,
"1712614916.347",,,,,,,,"1508",
"1712614916.367","1460","1064","1464",,,,,,
"1712614916.368",,,,"1468","1048","1416",,,
"1712614916.369",,,,,,,"1608","1508",
"1712614916.389","1460","1068",,,,,,,
"1712614916.39",,,"1464","1464","1048","1420",,,
"1712614916.391",,,,,,,"1604","1512",
"1712614916.411","1460",,,,,,,,
"1712614916.412",,"1064","1464","1464","1052",,,,
"1712614916.413",,,,,,"1416","1608","1508",
"1712614916.433","1456",,,,,,,,
"1712614916.434",,"1068","1464","1464",,,,,
"1712614916.435",,,,,"1048","1416","1608","1508",
"1712614916.456","1460","1068","1460","1468",,,,,
"1712614916.457",,,,,"1048","1420","1604",,
"1712614916.458",,,,,,,,"1512",
"1712614916.478","1460","1064","1464",,,,,,
"1712614916.479",,,,"1464","1048","1420","1608",,
"1712614916.48",,,,,,,,"1508",
"1712614916.5","1460","1068",,,,,,,
"1712614916.501",,,"1460","1468","1048","1416",,,
"1712614916.502",,,,,,,"1608","1508",
"1712614916.522","1460",,,,,,,,
"1712614916.523",,"1068","1460","1464","1048",,,,
"1712614916.524",,,,,,"1420","1612","1504",
"1712614916.544","1460",,,,,,,,
"1712614916.545",,"1064","1464","1464",,,,,
"1712614916.546",,,,,"1048","1420","1604","1508",
"1712614916.567","1456","1068","1464","1464",,,,,
"1712614916.568",,,,,"1048","1420","1604",,
"1712614916.569",,,,,,,,"1508",
"1712614916.589","1460","1068","1460",,,,,,
"1712614916.59",,,,"1468","1048","1416","1608",,
"1712614916.591",,,,,,,,"1508",
"1712614916.611","1456","1068",,,,,,,
"1712614916.612",,,"1464","1464","1048","1420",,,
"1712614916.613",,,,,,,"1604","1508",
"1712614916.633","1460","1064",,,,,,,
"1712614916.634",,,"1464","1464","1048",,,,
"1712614916.635",,,,,,"1420","1604","1512",
"1712614916.655","1460",,,,,,,,
"1712614916.656",,"1064","1464","1464",,,,,
"1712614916.657",,,,,"1048","1420","1604","1508",
"1712614916.678","1460","1064","1464","1464",,,,,
"1712614916.679",,,,,"1048","1420","1604",,
"1712614916.68",,,,,,,,"1508",
"1712614916.7","1456","1068","1464",,,,,,
"1712614916.701",,,,"1464","1052","1412","1608",,
"1712614916.702",,,,,,,,"1508",
"1712614916.722","1456","1068",,,,,,,
"1712614916.723",,,"1464","1464","1048","1420",,,
"1712614916.724",,,,,,,"1604","1508",
"1712614916.744","1460","1064",,,,,,,
"1712614916.745",,,"1464","1464","1048",,,,
"1712614916.746",,,,,,"1420","1608","1508",
"1712614916.766","1460",,,,,,,,
"1712614916.767",,"1064","1464","1464","1048",,,,
"1712614916.768",,,,,,"1420","1608","1508",
"1712614916.789","1460","1064","1464","1468",,,,,
"1712614916.79",,,,,"1048","1416","1608",,
"1712614916.791",,,,,,,,"1508",
"1712614916.811","1460","1064","1464",,,,,,
"1712614916.812",,,,"1464","1052","1416","1608",,
"1712614916.813",,,,,,,,"1508",
"1712614916.833","1460","1068",,,,,,,
"1712614916.834",,,"1460","1468","1048","1416",,,
"1712614916.835",,,,,,,"1608","1508",
"1712614916.855","1460","1068",,,,,,,
"1712614916.856",,,"1464","1464","1048",,,,
"1712614916.857",,,,,,"1416","1608","1508",
"1712614916.877","1464",,,,,,,,
"1712614916.878",,"1060","1464","1468","1048",,,,
"1712614916.879",,,,,,"1416","1608","1508",
"1712614916.9","1460","1068","1464","1464",,,,,
"1712614916.901",,,,,"1048","1420","1604","1508",
"1712614916.922","1456","1068","1464",,,,,,
"1712614916.923",,,,"1464","1048","1420","1604",,
"1712614916.924",,,,,,,,"1508",
"1712614916.944","1456","1068",,,,,,,
"1712614916.945",,,"1464","1464","1048","1420",,,
"1712614916.946",,,,,,,"1604","1512",
"1712614916.966","1460","1064",,,,,,,
"1712614916.967",,,"1464","1468","1048",,,,
"1712614916.968",,,,,,"1416","1608","1508",
"1712614916.988","1460",,,,,,,,
"1712614916.989",,"1068","1460","1468","1048",,,,
"1712614916.99",,,,,,"1416","1608","1508",
"1712614917.011","1460","1068","1464","1472",,,,,
"1712614917.012",,,,,"1040","1420","1604",,
"1712614917.013",,,,,,,,"1508",
"1712614917.033","1460","1064","1468",,,,,,
"1712614917.034",,,,"1464","1048","1416","1604",,
"1712614917.035",,,,,,,,"1512",
"1712614917.055","1460","1068",,,,,,,
"1712614917.056",,,"1460","1468","1048","1420",,,
"1712614917.057",,,,,,,"1604","1508",
"1712614917.077","1456",,,,,,,,
"1712614917.078",,"1068","1460","1468","1048",,,,
"1712614917.079",,,,,,"1420","1604","1508",
"1712614917.099","1456",,,,,,,,
"1712614917.1",,"1068","1460","1468",,,,,
"1712614917.101",,,,,"1048","1420","1604","1508",
"1712614917.122","1456","1068","1460","1468",,,,,
"1712614917.123",,,,,"1048","1420","1604",,
"1712614917.124",,,,,,,,"1508",
"1712614917.144","1456","1068","1460",,,,,,
"1712614917.145",,,,"1468","1048","1420",,,
"1712614917.146",,,,,,,"1604","1508",
"1712614917.166","1456","1068",,,,,,,
"1712614917.167",,,"1464","1464","1048","1420",,,
"1712614917.168",,,,,,,"1604","1508",
"1712614917.188","1460",,,,,,,,
"1712614917.189",,"1064","1464","1464","1048",,,,
"1712614917.19",,,,,,"1416","1608","1508",
"1712614917.211","1460","1064","1464","1464",,,,,
"1712614917.212",,,,,"1048","1416","1608",,
"1712614917.213",,,,,,,,"1508",
"1712614917.233","1464","1068","1460",,,,,,
"1712614917.234",,,,"1468","1048","1416","1608",,
"1712614917.235",,,,,,,,"1508",
"1712614917.255","1460","1060",,,,,,,
"1712614917.256",,,"1464","1464","1048","1420",,,
"1712614917.257",,,,,,,"1608","1508",
"1712614917.277","1460","1068",,,,,,,
"1712614917.278",,,"1460","1468","1048",,,,
"1712614917.279",,,,,,"1416","1608","1508",
"1712614917.299","1460",,,,,,,,
"1712614917.3",,"1068","1464","1468",,,,,
"1712614917.301",,,,,"1048","1420","1604","1508",
"1712614917.322","1456","1068","1464","1464",,,,,
"1712614917.323",,,,,"1048","1420","1608",,
"1712614917.324",,,,,,,,"1504",
"1712614917.344","1460","1068","1464",,,,,,
"1712614917.345",,,,"1464","1048","1420",,,
"1712614917.346",,,,,,,"1608","1508",
"1712614917.366","1460","1064",,,,,,,
"1712614917.367",,,"1464","1464","1048","1420",,,
"1712614917.368",,,,,,,"1604","1508",
"1712614917.388","1460",,,,,,,,
"1712614917.389",,"1064","1464","1464","1048",,,,
"1712614917.39",,,,,,"1420","1604","1508",
"1712614917.411","1460","1064","1468","1464",,,,,
"1712614917.412",,,,,"1048","1420","1604","1508",
"1712614917.433","1460","1064","1464",,,,,,
"1712614917.434",,,,"1464","1048","1416","1608",,
"1712614917.435",,,,,,,,"1508",
"1712614917.455","1456","1068",,,,,,,
"1712614917.456",,,"1464","1464","1048","1420",,,
"1712614917.457",,,,,,,"1604","1508",
"1712614917.477","1460","1064",,,,,,,
"1712614917.478",,,"1464","1464","1048",,,,
"1712614917.479",,,,,,"1420","1608","1508",
"1712614917.499","1460",,,,,,,,
"1712614917.5",,"1068","1464","1464","1048",,,,
"1712614917.501",,,,,,"1420","1604","1508",
"1712614917.522","1460","1064","1464","1468",,,,,
"1712614917.523",,,,,"1048","1420","1604",,
"1712614917.524",,,,,,,,"1512",
"1712614917.544","1460","1064","1464",,,,,,
"1712614917.545",,,,"1468","1048","1420",,,
"1712614917.546",,,,,,,"1604","1508",
"1712614917.566","1456","1068",,,,,,,
"1712614917.567",,,"1464","1464","1052","1416",,,
"1712614917.568",,,,,,,"1608","1508",
"1712614917.588","1460",,,,,,,,
"1712614917.589",,"1064","1460","1468","1048",,,,
"1712614917.59",,,,,,"1416","1604","1508",
"1712614917.61","1460",,,,,,,,
"1712614917.611",,"1064","1464","1464",,,,,
"1712614917.612",,,,,"1048","1420","1604","1512",
"1712614917.633","1460","1064","1464",,,,,,
"1712614917.634",,,,"1464","1052","1420","1608",,
"1712614917.635",,,,,,,,"1508",
"1712614917.655","1460","1068","1460",,,,,,
"1712614917.656",,,,"1464","1052","1416",,,
"1712614917.657",,,,,,,"1608","1504",
"1712614917.677","1456","1068",,,,,,,
"1712614917.678",,,"1464","1464","1052",,,,
"1712614917.679",,,,,,"1416","1608","1508",
"1712614917.699","1460",,,,,,,,
"1712614917.7",,"1068","1460","1468","1048",,,,
"1712614917.701",,,,,,"1420","1608","1508",
"1712614917.722","1460","1068","1464","1464",,,,,
"1712614917.723",,,,,"1048","1420","1608",,
"1712614917.724",,,,,,,,"1508",
"1712614917.744","1460","1068","1464",,,,,,
"1712614917.745",,,,"1464","1048","1420","1608",,
"1712614917.746",,,,,,,,"1508",
"1712614917.766","1460","1064",,,,,,,
"1712614917.767",,,"1464","1464","1048","1420",,,
"1712614917.768",,,,,,,"1608","1508",
"1712614917.788","1460","1064",,,,,,,
"1712614917.789",,,"1464","1468","1044",,,,
"1712614917.79",,,,,,"1420","1608","1508",
"1712614917.81","1456",,,,,,,,
"1712614917.811",,"1068","1464","1464",,,,,
"1712614917.812",,,,,"1048","1420","1604","1508",
"1712614917.833","1456","1068","1464","1464",,,,,
"1712614917.834",,,,,"1048","1420","1604",,
"1712614917.835",,,,,,,,"1508",
"1712614917.855","1460","1064","1464",,,,,,
"1712614917.856",,,,"1464","1048","1420",,,
"1712614917.857",,,,,,,"1604","1508",
"1712614917.877","1456","1068",,,,,,,
"1712614917.878",,,"1464","1464","1048","1416",,,
"1712614917.879",,,,,,,"1608","1508",
"1712614917.899","1460",,,,,,,,
"1712614917.9",,"1064","1460","1468","1048",,,,
